Name	CheckpointCER	LearningIteration	TrainingIteration	EvalCER	IterationCER	SubtrainerCER
		139977	1324300			0.123000
		139981	1324400			0.118000
		139985	1324500			0.118000
		139991	1324600			0.104000
		139991	1324700			0.095000
		139997	1324800			0.092000
		140000	1324900			0.096000
		140005	1325000			0.088000
		140009	1325100			0.088000
		140013	1325200			0.092000
		140016	1325300			0.185000
		140022	1325400			0.184000
		140025	1325500			0.184000
		140027	1325600			0.175000
		140027	1325700			0.175000
		140028	1325800			0.166000
		140034	1325900			0.175000
		140040	1326000			0.182000
		140043	1326100			0.181000
		140047	1326200			0.179000
		140054	1326300			0.089000
		140059	1326400			0.090000
		140063	1326500			0.084000
		140066	1326600			0.087000
		140067	1326700			0.091000
		140072	1326800			0.098000
		140075	1326900			0.090000
		140078	1327000			0.080000
		140082	1327100			0.078000
		140085	1327200			0.076000
		140089	1327300			0.070000
		140095	1327400			0.091000
		140097	1327500			0.092000
		140103	1327600			0.095000
		140111	1327700			0.105000
		140116	1327800			0.111000
		140123	1327900			0.114000
		140125	1328000			0.110000
		140130	1328100			0.106000
		140137	1328200			0.126000
		140141	1328300			0.142000
		140147	1328400			0.121000
		140148	1328500			0.119000
		140151	1328600			0.117000
		140152	1328700			0.107000
		140159	1328800			0.105000
		140165	1328900			0.102000
		140169	1329000			0.108000
		140172	1329100			0.109000
		140179	1329200			0.095000
		140184	1329300			0.083000
		140191	1329400			0.096000
		140194	1329500			0.099000
		140194	1329600			0.092000
		140198	1329700			0.102000
		140202	1329800			0.103000
		140204	1329900			0.098000
		140206	1330000			0.092000
		140209	1330100			0.103000
		140214	1330200			0.106000
		140220	1330300			0.107000
		140225	1330400			0.089000
		140228	1330500			0.094000
		140231	1330600			0.107000
		140235	1330700			0.101000
		140236	1330800			0.089000
		140242	1330900			0.096000
		140251	1331000			0.109000
		140256	1331100			0.102000
		140260	1331200			0.099000
		140264	1331300			0.097000
		140267	1331400			0.098000
		140271	1331500			0.091000
		140271	1331600			0.079000
		140273	1331700			0.076000
		140281	1331800			0.090000
		140288	1331900			0.094000
		140293	1332000			0.090000
		140297	1332100			0.090000
		140301	1332200			0.090000
		140307	1332300			0.091000
		140309	1332400			0.090000
		140313	1332500			0.094000
		140314	1332600			0.099000
		140322	1332700			0.106000
		140325	1332800			0.094000
		140327	1332900			0.081000
		140330	1333000			0.072000
		140335	1333100			0.068000
		140338	1333200			0.062000
		140341	1333300			0.060000
		140346	1333400			0.066000
		140355	1333500			0.075000
		140359	1333600			0.076000
		140364	1333700			0.076000
		140368	1333800			0.078000
		140373	1333900			0.085000
		140376	1334000			0.091000
		140379	1334100			0.091000
		140381	1334200			0.099000
		140383	1334300			0.097000
		140388	1334400			0.093000
		140390	1334500			0.080000
		140392	1334600			0.076000
		140393	1334700			0.066000
		140397	1334800			0.067000
		140401	1334900			0.060000
		140404	1335000			0.058000
		140405	1335100			0.056000
		140407	1335200			0.050000
		140411	1335300			0.053000
		140416	1335400			0.052000
		140418	1335500			0.052000
		140420	1335600			0.151000
		140424	1335700			0.159000
		140428	1335800			0.160000
		140430	1335900			0.161000
		140435	1336000			0.167000
		140440	1336100			0.171000
		140444	1336200			0.176000
		140449	1336300			0.175000
		140453	1336400			0.177000
		140457	1336500			0.177000
		140462	1336600			0.083000
		140466	1336700			0.083000
		140468	1336800			0.077000
		140472	1336900			0.077000
		140476	1337000			0.070000
		140481	1337100			0.073000
		140483	1337200			0.065000
		140487	1337300			0.064000
		140490	1337400			0.069000
		140493	1337500			0.072000
		140498	1337600			0.073000
		140502	1337700			0.069000
		140505	1337800			0.073000
		140509	1337900			0.080000
		140514	1338000			0.083000
		140520	1338100			0.086000
		140525	1338200			0.095000
		140532	1338300			0.109000
		140534	1338400			0.099000
		140540	1338500			0.104000
		140542	1338600			0.096000
		140544	1338700			0.099000
		140548	1338800			0.100000
		140555	1338900			0.102000
		140559	1339000			0.100000
		140562	1339100			0.094000
		140565	1339200			0.086000
		140568	1339300			0.075000
		140580	1339400			0.100000
		140585	1339500			0.101000
		140588	1339600			0.105000
		140591	1339700			0.103000
		140594	1339800			0.102000
		140597	1339900			0.091000
		140602	1340000			0.093000
		140610	1340100			0.100000
		140615	1340200			0.102000
		140618	1340300			0.099000
		140624	1340400			0.080000
		140627	1340500			0.077000
		140629	1340600			0.074000
		140632	1340700			0.076000
		140637	1340800			0.079000
		140646	1340900			0.091000
		140655	1341000			0.100000
		140660	1341100			0.095000
		140663	1341200			0.095000
		140663	1341300			0.089000
		140668	1341400			0.088000
		140671	1341500			0.085000
		140673	1341600			0.087000
		140675	1341700			0.085000
		140686	1341800			0.093000
		140688	1341900			0.080000
		140693	1342000			0.080000
		140698	1342100			0.081000
		140702	1342200			0.089000
		140708	1342300			0.104000
		140714	1342400			0.109000
		140719	1342500			0.114000
		140720	1342600			0.111000
		140724	1342700			0.114000
		140726	1342800			0.104000
		140729	1342900			0.108000
		140735	1343000			0.102000
		140739	1343100			0.101000
		140741	1343200			0.093000
		140741	1343300			0.079000
		140744	1343400			0.071000
		140750	1343500			0.072000
		140752	1343600			0.073000
		140754	1343700			0.070000
		140757	1343800			0.068000
		140759	1343900			0.063000
		140762	1344000			0.060000
		140765	1344100			0.057000
		140771	1344200			0.061000
		140777	1344300			0.079000
		140783	1344400			0.083000
		140787	1344500			0.080000
		140794	1344600			0.100000
		140798	1344700			0.100000
		140802	1344800			0.106000
		140804	1344900			0.106000
		140806	1345000			0.100000
		140811	1345100			0.107000
		140819	1345200			0.114000
		140824	1345300			0.106000
		140831	1345400			0.109000
		140834	1345500			0.108000
		140836	1345600			0.090000
		140838	1345700			0.089000
		140843	1345800			0.085000
		140846	1345900			0.089000
		140851	1346000			0.095000
		140857	1346100			0.093000
		140862	1346200			0.094000
		140868	1346300			0.090000
		140872	1346400			0.089000
		140873	1346500			0.083000
		140877	1346600			0.086000
		140882	1346700			0.093000
		140888	1346800			0.098000
		140892	1346900			0.096000
		140896	1347000			0.108000
		140901	1347100			0.104000
		140903	1347200			0.089000
		140905	1347300			0.087000
		140911	1347400			0.093000
		140913	1347500			0.097000
		140917	1347600			0.098000
		140924	1347700			0.099000
		140928	1347800			0.095000
		140935	1347900			0.141000
		140938	1348000			0.123000
		140944	1348100			0.132000
		140946	1348200			0.134000
		140952	1348300			0.142000
		140956	1348400			0.128000
		140959	1348500			0.129000
		140963	1348600			0.127000
		140965	1348700			0.119000
		140969	1348800			0.122000
		140979	1348900			0.091000
		140983	1349000			0.098000
		140988	1349100			0.097000
		140995	1349200			0.103000
		140997	1349300			0.097000
		141003	1349400			0.103000
		141007	1349500			0.101000
		141014	1349600			0.114000
		141016	1349700			0.112000
		141022	1349800			0.110000
		141025	1349900			0.096000
		141031	1350000			0.097000
		141036	1350100			0.090000
		141039	1350200			0.089000
		141044	1350300			0.095000
		141047	1350400			0.090000
		141052	1350500			0.101000
		141056	1350600			0.094000
		141059	1350700			0.098000
		141064	1350800			0.098000
		141067	1350900			0.099000
		141070	1351000			0.094000
		141071	1351100			0.090000
		141072	1351200			0.083000
		141074	1351300			0.075000
		141078	1351400			0.080000
		141081	1351500			0.071000
		141086	1351600			0.078000
		141093	1351700			0.086000
		141094	1351800			0.083000
		141096	1351900			0.088000
		141099	1352000			0.091000
		141104	1352100			0.095000
		141110	1352200			0.103000
		141113	1352300			0.107000
		141117	1352400			0.102000
		141121	1352500			0.098000
		141129	1352600			0.093000
		141131	1352700			0.083000
		141132	1352800			0.077000
		141134	1352900			0.067000
		141138	1353000			0.075000
		141139	1353100			0.068000
		141141	1353200			0.060000
		141145	1353300			0.060000
		141149	1353400			0.058000
		141150	1353500			0.056000
		141151	1353600			0.043000
		141153	1353700			0.046000
		141158	1353800			0.052000
		141162	1353900			0.057000
		141165	1354000			0.044000
		141172	1354100			0.060000
		141175	1354200			0.066000
		141176	1354300			0.060000
		141182	1354400			0.067000
		141192	1354500			0.086000
		141197	1354600			0.103000
		141199	1354700			0.099000
		141202	1354800			0.101000
		141204	1354900			0.099000
		141207	1355000			0.099000
		141209	1355100			0.087000
		141214	1355200			0.088000
		141218	1355300			0.096000
		141224	1355400			0.093000
		141226	1355500			0.075000
		141232	1355600			0.071000
		141235	1355700			0.077000
		141239	1355800			0.083000
		141242	1355900			0.084000
		141243	1356000			0.079000
		141250	1356100			0.085000
		141256	1356200			0.088000
		141259	1356300			0.084000
		141265	1356400			0.085000
		141269	1356500			0.091000
		141273	1356600			0.089000
		141278	1356700			0.090000
		141282	1356800			0.083000
		141287	1356900			0.090000
		141289	1357000			0.094000
		141292	1357100			0.096000
		141296	1357200			0.091000
		141301	1357300			0.096000
		141306	1357400			0.193000
		141308	1357500			0.189000
		141312	1357600			0.185000
		141314	1357700			0.180000
		141318	1357800			0.182000
		141321	1357900			0.173000
		141326	1358000			0.181000
		141330	1358100			0.178000
		141336	1358200			0.179000
		141340	1358300			0.177000
		141343	1358400			0.076000
		141347	1358500			0.079000
		141349	1358600			0.076000
		141354	1358700			0.077000
		141355	1358800			0.070000
		141360	1358900			0.078000
		141363	1359000			0.072000
		141365	1359100			0.066000
		141371	1359200			0.073000
		141376	1359300			0.073000
		141379	1359400			0.073000
		141381	1359500			0.072000
		141386	1359600			0.077000
		141392	1359700			0.082000
		141396	1359800			0.090000
		141398	1359900			0.081000
		141404	1360000			0.087000
		141406	1360100			0.087000
		141411	1360200			0.079000
		141415	1360300			0.081000
		141421	1360400			0.086000
		141428	1360500			0.097000
		141431	1360600			0.091000
		141433	1360700			0.086000
		141435	1360800			0.088000
		141439	1360900			0.095000
		141441	1361000			0.088000
		141443	1361100			0.089000
		141448	1361200			0.091000
		141450	1361300			0.092000
		141455	1361400			0.087000
		141459	1361500			0.078000
		141465	1361600			0.081000
		141469	1361700			0.090000
		141473	1361800			0.087000
		141477	1361900			0.087000
		141484	1362000			0.096000
		141485	1362100			0.096000
		141488	1362200			0.094000
		141491	1362300			0.091000
		141493	1362400			0.086000
		141495	1362500			0.079000
		141499	1362600			0.081000
		141504	1362700			0.076000
		141509	1362800			0.076000
		141515	1362900			0.078000
		141519	1363000			0.075000
		141527	1363100			0.087000
		141531	1363200			0.111000
		141535	1363300			0.110000
		141538	1363400			0.116000
		141541	1363500			0.119000
		141545	1363600			0.116000
		141547	1363700			0.113000
		141549	1363800			0.104000
		141551	1363900			0.098000
		141553	1364000			0.091000
		141555	1364100			0.076000
		141556	1364200			0.045000
		141560	1364300			0.047000
		141565	1364400			0.050000
		141569	1364500			0.052000
		141571	1364600			0.050000
		141576	1364700			0.053000
		141579	1364800			0.058000
		141584	1364900			0.061000
		141591	1365000			0.070000
		141593	1365100			0.073000
		141599	1365200			0.088000
		141604	1365300			0.087000
		141608	1365400			0.093000
		141612	1365500			0.092000
		141617	1365600			0.093000
		141620	1365700			0.090000
		141622	1365800			0.086000
		141628	1365900			0.088000
		141637	1366000			0.095000
		141638	1366100			0.090000
		141641	1366200			0.084000
		141646	1366300			0.081000
		141649	1366400			0.074000
		141653	1366500			0.079000
		141658	1366600			0.082000
		141663	1366700			0.088000
		141666	1366800			0.093000
		141668	1366900			0.088000
		141673	1367000			0.080000
		141677	1367100			0.088000
		141683	1367200			0.094000
		141687	1367300			0.095000
		141691	1367400			0.090000
		141696	1367500			0.091000
		141701	1367600			0.084000
		141705	1367700			0.088000
		141709	1367800			0.091000
		141718	1367900			0.104000
		141720	1368000			0.096000
		141722	1368100			0.089000
		141725	1368200			0.081000
		141727	1368300			0.078000
		141731	1368400			0.083000
		141734	1368500			0.078000
		141739	1368600			0.095000
		141743	1368700			0.090000
		141747	1368800			0.088000
		141751	1368900			0.078000
		141756	1369000			0.085000
		141757	1369100			0.086000
		141761	1369200			0.091000
		141764	1369300			0.091000
		141769	1369400			0.098000
		141774	1369500			0.103000
		141777	1369600			0.086000
		141780	1369700			0.082000
		141782	1369800			0.077000
		141786	1369900			0.079000
		141789	1370000			0.074000
		141795	1370100			0.090000
		141798	1370200			0.083000
		141805	1370300			0.095000
		141810	1370400			0.095000
		141811	1370500			0.084000
		141812	1370600			0.081000
		141817	1370700			0.081000
		141821	1370800			0.088000
		141825	1370900			0.086000
		141830	1371000			0.092000
		141832	1371100			0.077000
		141835	1371200			0.091000
		141840	1371300			0.089000
		141842	1371400			0.078000
		141844	1371500			0.082000
		141849	1371600			0.087000
		141851	1371700			0.091000
		141856	1371800			0.086000
		141862	1371900			0.089000
		141867	1372000			0.083000
		141873	1372100			0.093000
		141878	1372200			0.085000
		141880	1372300			0.075000
		141884	1372400			0.079000
		141888	1372500			0.181000
		141896	1372600			0.188000
		141898	1372700			0.185000
		141903	1372800			0.191000
		141904	1372900			0.187000
		141909	1373000			0.189000
		141913	1373100			0.185000
		141917	1373200			0.181000
		141921	1373300			0.186000
		141927	1373400			0.190000
		141929	1373500			0.089000
		141932	1373600			0.084000
		141933	1373700			0.081000
		141939	1373800			0.082000
		141942	1373900			0.080000
		141945	1374000			0.076000
		141949	1374100			0.072000
		141953	1374200			0.072000
		141953	1374300			0.065000
		141956	1374400			0.059000
		141958	1374500			0.057000
		141958	1374600			0.050000
		141961	1374700			0.055000
		141965	1374800			0.051000
		141967	1374900			0.051000
		141970	1375000			0.051000
		141975	1375100			0.058000
		141977	1375200			0.053000
		141981	1375300			0.064000
		141984	1375400			0.063000
		141986	1375500			0.066000
		141987	1375600			0.067000
		141992	1375700			0.069000
		141995	1375800			0.069000
		142002	1375900			0.079000
		142004	1376000			0.078000
		142008	1376100			0.072000
		142009	1376200			0.070000
		142010	1376300			0.061000
		142013	1376400			0.062000
		142015	1376500			0.063000
		142020	1376600			0.068000
		142023	1376700			0.064000
		142029	1376800			0.066000
		142036	1376900			0.072000
		142038	1377000			0.074000
		142039	1377100			0.073000
		142042	1377200			0.077000
		142049	1377300			0.090000
		142053	1377400			0.091000
		142059	1377500			0.093000
		142063	1377600			0.091000
		142070	1377700			0.096000
		142071	1377800			0.088000
		142076	1377900			0.079000
		142080	1378000			0.079000
		142082	1378100			0.082000
		142087	1378200			0.085000
		142091	1378300			0.076000
		142094	1378400			0.074000
		142100	1378500			0.073000
		142103	1378600			0.071000
		142104	1378700			0.071000
		142111	1378800			0.078000
		142112	1378900			0.069000
		142119	1379000			0.076000
		142124	1379100			0.081000
		142129	1379200			0.083000
		142134	1379300			0.096000
		142140	1379400			0.102000
		142144	1379500			0.103000
		142149	1379600			0.113000
		142153	1379700			0.108000
		142161	1379800			0.114000
		142164	1379900			0.119000
		142171	1380000			0.119000
		142174	1380100			0.111000
		142178	1380200			0.105000
		142184	1380300			0.102000
		142189	1380400			0.103000
		142194	1380500			0.105000
		142198	1380600			0.097000
		142203	1380700			0.099000
		142209	1380800			0.092000
		142212	1380900			0.088000
		142215	1381000			0.080000
		142219	1381100			0.081000
		142223	1381200			0.086000
		142226	1381300			0.074000
		142229	1381400			0.066000
		142231	1381500			0.058000
		142238	1381600			0.069000
		142243	1381700			0.067000
		142246	1381800			0.063000
		142249	1381900			0.062000
		142252	1382000			0.063000
		142255	1382100			0.063000
		142258	1382200			0.061000
		142264	1382300			0.068000
		142267	1382400			0.070000
		142269	1382500			0.070000
		142272	1382600			0.061000
		142275	1382700			0.060000
		142278	1382800			0.062000
		142280	1382900			0.062000
		142281	1383000			0.056000
		142289	1383100			0.071000
		142295	1383200			0.079000
		142299	1383300			0.081000
		142303	1383400			0.083000
		142306	1383500			0.083000
		142309	1383600			0.088000
		142315	1383700			0.095000
		142316	1383800			0.090000
		142321	1383900			0.097000
		142325	1384000			0.102000
		142330	1384100			0.090000
		142332	1384200			0.079000
		142337	1384300			0.079000
		142339	1384400			0.075000
		142345	1384500			0.085000
		142347	1384600			0.080000
		142350	1384700			0.076000
		142355	1384800			0.084000
		142357	1384900			0.078000
		142361	1385000			0.080000
		142365	1385100			0.078000
		142368	1385200			0.082000
		142371	1385300			0.079000
		142380	1385400			0.091000
		142380	1385500			0.077000
		142383	1385600			0.081000
		142383	1385700			0.076000
		142386	1385800			0.073000
		142388	1385900			0.071000
		142390	1386000			0.068000
		142396	1386100			0.076000
		142402	1386200			0.080000
		142405	1386300			0.074000
		142409	1386400			0.067000
		142413	1386500			0.078000
		142418	1386600			0.072000
		142423	1386700			0.082000
		142425	1386800			0.080000
		142428	1386900			0.078000
		142432	1387000			0.084000
		142433	1387100			0.074000
		142435	1387200			0.068000
		142438	1387300			0.066000
		142442	1387400			0.069000
		142448	1387500			0.070000
		142449	1387600			0.067000
		142453	1387700			0.060000
		142456	1387800			0.062000
		142463	1387900			0.079000
		142468	1388000			0.079000
		142473	1388100			0.091000
		142476	1388200			0.093000
		142479	1388300			0.098000
		142484	1388400			0.096000
		142485	1388500			0.085000
		142490	1388600			0.095000
		142492	1388700			0.098000
		142497	1388800			0.101000
		142499	1388900			0.091000
		142502	1389000			0.088000
		142503	1389100			0.074000
		142507	1389200			0.074000
		142511	1389300			0.074000
		142513	1389400			0.069000
		142519	1389500			0.081000
		142524	1389600			0.103000
		142525	1389700			0.095000
		142530	1389800			0.094000
		142536	1389900			0.098000
		142541	1390000			0.095000
		142546	1390100			0.103000
		142549	1390200			0.105000
		142552	1390300			0.108000
		142553	1390400			0.108000
		142555	1390500			0.099000
		142557	1390600			0.068000
		142562	1390700			0.079000
		142566	1390800			0.082000
		142570	1390900			0.079000
		142573	1391000			0.077000
		142577	1391100			0.074000
		142580	1391200			0.074000
		142583	1391300			0.070000
		142588	1391400			0.074000
		142597	1391500			0.090000
		142600	1391600			0.090000
		142603	1391700			0.080000
		142606	1391800			0.076000
		142610	1391900			0.081000
		142614	1392000			0.084000
		142624	1392100			0.102000
		142624	1392200			0.093000
		142626	1392300			0.091000
		142628	1392400			0.085000
		142630	1392500			0.068000
		142631	1392600			0.068000
		142634	1392700			0.073000
		142638	1392800			0.074000
		142639	1392900			0.063000
		142641	1393000			0.061000
		142645	1393100			0.046000
		142651	1393200			0.058000
		142652	1393300			0.055000
		142653	1393400			0.063000
		142654	1393500			0.063000
		142658	1393600			0.071000
		142660	1393700			0.071000
		142664	1393800			0.070000
		142667	1393900			0.072000
		142672	1394000			0.081000
		142678	1394100			0.085000
		142685	1394200			0.084000
		142688	1394300			0.086000
		142694	1394400			0.089000
		142696	1394500			0.094000
		142698	1394600			0.088000
		142705	1394700			0.094000
		142708	1394800			0.093000
		142711	1394900			0.093000
		142714	1395000			0.085000
		142720	1395100			0.081000
		142728	1395200			0.089000
		142729	1395300			0.087000
		142732	1395400			0.082000
		142734	1395500			0.078000
		142739	1395600			0.083000
		142746	1395700			0.085000
		142749	1395800			0.086000
		142753	1395900			0.088000
		142759	1396000			0.092000
		142761	1396100			0.088000
		142766	1396200			0.077000
		142770	1396300			0.082000
		142772	1396400			0.078000
		142775	1396500			0.083000
		142779	1396600			0.088000
		142783	1396700			0.082000
		142785	1396800			0.082000
		142787	1396900			0.078000
		142791	1397000			0.075000
		142795	1397100			0.075000
		142800	1397200			0.078000
		142803	1397300			0.077000
		142809	1397400			0.086000
		142814	1397500			0.090000
		142820	1397600			0.083000
		142821	1397700			0.076000
		142822	1397800			0.070000
		142824	1397900			0.069000
		142828	1398000			0.071000
		142831	1398100			0.071000
		142831	1398200			0.064000
		142833	1398300			0.062000
		142835	1398400			0.054000
		142838	1398500			0.049000
		142840	1398600			0.044000
		142842	1398700			0.046000
		142846	1398800			0.055000
		142849	1398900			0.059000
		142853	1399000			0.057000
		142855	1399100			0.057000
		142862	1399200			0.065000
		142867	1399300			0.074000
		142872	1399400			0.076000
		142875	1399500			0.075000
		142882	1399600			0.100000
		142885	1399700			0.103000
		142891	1399800			0.105000
		142896	1399900			0.108000
		142898	1400000			0.109000
		142898	1400100			0.105000
		142903	1400200			0.106000
		142908	1400300			0.102000
		142913	1400400			0.103000
		142917	1400500			0.105000
		142920	1400600			0.084000
		142926	1400700			0.088000
		142930	1400800			0.083000
		142933	1400900			0.080000
		142935	1401000			0.078000
		142939	1401100			0.089000
		142941	1401200			0.081000
		142945	1401300			0.077000
		142952	1401400			0.083000
		142960	1401500			0.089000
		142964	1401600			0.090000
		142967	1401700			0.085000
		142969	1401800			0.097000
		142973	1401900			0.099000
		142979	1402000			0.108000
		142984	1402100			0.104000
		142988	1402200			0.113000
		142995	1402300			0.122000
		143000	1402400			0.115000
		143005	1402500			0.112000
		143011	1402600			0.115000
		143018	1402700			0.127000
		143024	1402800			0.118000
		143029	1402900			0.119000
		143030	1403000			0.106000
		143031	1403100			0.100000
		143036	1403200			0.096000
		143036	1403300			0.085000
		143039	1403400			0.084000
		143046	1403500			0.084000
		143049	1403600			0.083000
		143051	1403700			0.068000
		143053	1403800			0.061000
		143058	1403900			0.064000
		143060	1404000			0.069000
		143063	1404100			0.073000
		143068	1404200			0.069000
		143071	1404300			0.074000
		143080	1404400			0.081000
		143084	1404500			0.079000
		143088	1404600			0.080000
		143093	1404700			0.085000
		143098	1404800			0.093000
		143102	1404900			0.086000
		143105	1405000			0.090000
		143109	1405100			0.092000
		143115	1405200			0.098000
		143119	1405300			0.098000
		143122	1405400			0.095000
		143125	1405500			0.096000
		143132	1405600			0.100000
		143135	1405700			0.097000
		143138	1405800			0.090000
		143143	1405900			0.093000
		143147	1406000			0.091000
		143153	1406100			0.097000
		143157	1406200			0.099000
		143163	1406300			0.103000
		143165	1406400			0.096000
		143168	1406500			0.101000
		143173	1406600			0.096000
		143177	1406700			0.115000
		143182	1406800			0.121000
		143186	1406900			0.120000
		143188	1407000			0.118000
		143192	1407100			0.111000
		143198	1407200			0.110000
		143202	1407300			0.105000
		143206	1407400			0.110000
		143210	1407500			0.104000
		143212	1407600			0.096000
		143217	1407700			0.079000
		143218	1407800			0.073000
		143220	1407900			0.071000
		143223	1408000			0.073000
		143233	1408100			0.085000
		143235	1408200			0.076000
		143238	1408300			0.075000
		143243	1408400			0.075000
		143245	1408500			0.074000
		143247	1408600			0.077000
		143252	1408700			0.076000
		143257	1408800			0.086000
		143260	1408900			0.086000
		143262	1409000			0.085000
		143264	1409100			0.068000
		143265	1409200			0.067000
		143269	1409300			0.068000
		143272	1409400			0.068000
		143274	1409500			0.065000
		143280	1409600			0.066000
		143283	1409700			0.067000
		143286	1409800			0.060000
		143290	1409900			0.069000
		143299	1410000			0.085000
		143302	1410100			0.089000
		143306	1410200			0.095000
		143308	1410300			0.092000
		143312	1410400			0.091000
		143316	1410500			0.098000
		143321	1410600			0.101000
		143328	1410700			0.105000
		143329	1410800			0.100000
		143331	1410900			0.086000
		143334	1411000			0.076000
		143338	1411100			0.077000
		143342	1411200			0.076000
		143345	1411300			0.078000
		143350	1411400			0.077000
		143350	1411500			0.066000
		143351	1411600			0.057000
		143353	1411700			0.048000
		143358	1411800			0.060000
		143361	1411900			0.064000
		143363	1412000			0.066000
		143366	1412100			0.064000
		143373	1412200			0.070000
		143374	1412300			0.065000
		143379	1412400			0.069000
		143384	1412500			0.085000
		143387	1412600			0.086000
		143387	1412700			0.085000
		143390	1412800			0.077000
		143392	1412900			0.077000
		143395	1413000			0.071000
		143397	1413100			0.071000
		143399	1413200			0.061000
		143407	1413300			0.069000
		143411	1413400			0.067000
		143419	1413500			0.070000
		143421	1413600			0.070000
		143423	1413700			0.074000
		143425	1413800			0.070000
		143429	1413900			0.068000
		143431	1414000			0.069000
		143434	1414100			0.070000
		143438	1414200			0.075000
		143441	1414300			0.074000
		143447	1414400			0.073000
		143452	1414500			0.064000
		143453	1414600			0.061000
		143457	1414700			0.067000
		143458	1414800			0.067000
		143458	1414900			0.063000
		143464	1415000			0.073000
		143467	1415100			0.073000
		143472	1415200			0.076000
		143474	1415300			0.074000
		143481	1415400			0.081000
		143485	1415500			0.080000
		143487	1415600			0.103000
		143489	1415700			0.097000
		143496	1415800			0.114000
		143499	1415900			0.120000
		143505	1416000			0.115000
		143511	1416100			0.119000
		143514	1416200			0.115000
		143517	1416300			0.118000
		143522	1416400			0.121000
		143529	1416500			0.123000
		143532	1416600			0.107000
		143538	1416700			0.117000
		143544	1416800			0.104000
		143553	1416900			0.124000
		143554	1417000			0.112000
		143559	1417100			0.110000
		143562	1417200			0.119000
		143566	1417300			0.126000
		143571	1417400			0.116000
		143572	1417500			0.109000
		143574	1417600			0.105000
		143578	1417700			0.100000
		143583	1417800			0.103000
		143589	1417900			0.092000
		143590	1418000			0.094000
		143594	1418100			0.094000
		143596	1418200			0.084000
		143598	1418300			0.068000
		143601	1418400			0.070000
		143607	1418500			0.076000
		143608	1418600			0.074000
		143612	1418700			0.071000
		143617	1418800			0.068000
		143618	1418900			0.055000
		143623	1419000			0.064000
		143625	1419100			0.059000
		143627	1419200			0.058000
		143627	1419300			0.058000
		143628	1419400			0.053000
		143631	1419500			0.049000
		143634	1419600			0.056000
		143637	1419700			0.055000
		143644	1419800			0.062000
		143647	1419900			0.065000
		143652	1420000			0.062000
		143659	1420100			0.067000
		143664	1420200			0.070000
		143669	1420300			0.076000
		143673	1420400			0.078000
		143677	1420500			0.077000
		143679	1420600			0.074000
		143681	1420700			0.078000
		143686	1420800			0.077000
		143688	1420900			0.075000
		143692	1421000			0.076000
		143695	1421100			0.070000
		143699	1421200			0.071000
		143702	1421300			0.069000
		143705	1421400			0.067000
		143710	1421500			0.073000
		143713	1421600			0.074000
		143715	1421700			0.068000
		143716	1421800			0.060000
		143719	1421900			0.065000
		143727	1422000			0.073000
		143731	1422100			0.074000
		143732	1422200			0.068000
		143736	1422300			0.075000
		143743	1422400			0.082000
		143749	1422500			0.085000
		143750	1422600			0.081000
		143755	1422700			0.086000
		143758	1422800			0.088000
		143762	1422900			0.090000
		143765	1423000			0.077000
		143768	1423100			0.079000
		143775	1423200			0.091000
		143780	1423300			0.086000
		143790	1423400			0.098000
		143800	1423500			0.116000
		143801	1423600			0.119000
		143807	1423700			0.122000
		143812	1423800			0.125000
		143817	1423900			0.129000
		143822	1424000			0.131000
		143825	1424100			0.133000
		143830	1424200			0.130000
		143832	1424300			0.127000
		143836	1424400			0.114000
		143841	1424500			0.092000
		143843	1424600			0.092000
		143846	1424700			0.086000
		143849	1424800			0.082000
		143855	1424900			0.083000
		143858	1425000			0.082000
		143863	1425100			0.088000
		143864	1425200			0.079000
		143868	1425300			0.091000
		143874	1425400			0.089000
		143877	1425500			0.083000
		143879	1425600			0.082000
		143881	1425700			0.080000
		143886	1425800			0.087000
		143892	1425900			0.082000
		143895	1426000			0.083000
		143897	1426100			0.071000
		143903	1426200			0.082000
		143907	1426300			0.075000
		143911	1426400			0.091000
		143915	1426500			0.131000
		143915	1426600			0.129000
		143919	1426700			0.136000
		143922	1426800			0.130000
		143928	1426900			0.133000
		143931	1427000			0.131000
		143937	1427100			0.140000
		143941	1427200			0.133000
		143946	1427300			0.139000
		143946	1427400			0.113000
		143947	1427500			0.068000
		143950	1427600			0.073000
		143953	1427700			0.068000
		143956	1427800			0.065000
		143959	1427900			0.058000
		143966	1428000			0.072000
		143970	1428100			0.065000
		143974	1428200			0.066000
		143979	1428300			0.062000
		143981	1428400			0.067000
		143985	1428500			0.078000
		143989	1428600			0.084000
		143992	1428700			0.083000
		143992	1428800			0.080000
		143995	1428900			0.080000
		144004	1429000			0.080000
		144009	1429100			0.086000
		144012	1429200			0.086000
		144019	1429300			0.089000
		144026	1429400			0.103000
		144028	1429500			0.096000
		144031	1429600			0.089000
		144038	1429700			0.097000
		144039	1429800			0.101000
		144045	1429900			0.104000
		144049	1430000			0.095000
		144054	1430100			0.093000
		144057	1430200			0.091000
		144061	1430300			0.080000
		144064	1430400			0.067000
		144070	1430500			0.078000
		144074	1430600			0.081000
		144077	1430700			0.074000
		144082	1430800			0.079000
		144085	1430900			0.075000
		144088	1431000			0.071000
		144090	1431100			0.064000
		144101	1431200			0.085000
		144105	1431300			0.089000
		144110	1431400			0.089000
		144115	1431500			0.085000
